CHR	END	sim20	Raw
chr2	114164525	4	196
chr2	115393594	4	231
chr2	116422360	4	213
chr2	117455242	4	206
chr2	118503554	4	219
chr2	119550916	4	214
chr2	120577145	4	210
chr2	121598142	4	227
chr2	122611632	4	232
chr2	123647078	4	214
chr2	124673440	4	221
chr2	125707935	4	229
chr2	126734195	4	239
chr2	127760623	4	244
chr2	128777011	4	202
chr2	129810637	4	218
chr2	130956015	4	239
chr2	132485946	4	188
chr2	133746542	4	198
chr2	134783009	4	209
chr2	135823939	4	255
chr2	136860339	4	213
chr2	137883697	4	196
chr2	138923062	4	217
chr2	139944731	4	225
chr2	140968865	4	212
chr2	141986373	4	208
chr2	142998533	4	234
chr2	144029214	4	224
chr2	145057055	4	215
chr2	146071737	4	230
chr2	147087147	4	226
chr2	148110698	4	215
chr2	149155133	4	203
chr2	150279057	4	208
chr2	151324900	4	198
chr2	152336449	4	225
chr2	153388825	4	216
chr2	154423970	4	217
chr2	155454793	4	210
chr2	156487875	4	230
chr2	157518933	4	221
chr2	158570018	4	232
chr2	159607337	4	190
chr2	160640247	4	212
chr2	161680990	4	193
chr2	162723216	4	217
chr2	163742341	4	210
chr2	164757249	4	271
chr2	165777891	4	279
chr2	166811886	4	247
chr2	167851277	4	208
chr2	168894944	4	207
chr2	169912060	4	214
chr2	170956694	4	206
chr2	171976711	4	210
chr2	173001390	4	212
chr2	174031557	4	232
chr2	175053910	4	228
chr2	176081026	4	204
chr2	177126486	4	243
chr2	178145257	4	219
chr2	179178417	4	212
chr2	180224282	4	216
chr2	181248603	4	203
chr2	182277524	4	213
chr2	183310936	4	268
chr2	184348481	4	224
chr2	185388251	4	315
chr2	186410862	4	311
chr2	187462741	4	240
chr2	188484206	4	200
chr2	189505423	4	205
chr2	190533103	4	225
chr2	191558874	4	226
chr2	192580583	4	210
chr2	193611893	4	208
chr2	194653979	4	232
chr2	195691852	4	207
chr2	196744297	2	140
chr2	197777205	2	112
chr2	198824834	2	111
chr2	199844954	2	104
chr2	200867865	2	114
chr2	201890431	2	96
chr2	202930701	2	113
chr2	203957777	2	170
chr2	204976034	2	173
chr2	205999006	2	159
chr2	207014624	2	137
chr2	208055304	2	112
chr2	209072161	2	94
chr2	210144788	2	101
chr2	211169950	2	106
chr2	212205141	2	119
chr2	213225646	2	108
chr2	214251169	2	116
chr2	215280542	2	113
chr2	216314905	2	118
chr2	217338949	2	126
chr2	218348339	2	99
chr2	219368237	2	113
chr2	220383183	2	110
chr2	221405101	2	99
chr2	222416396	2	111
chr2	223439243	2	82
chr2	224467324	2	62
chr2	225482508	2	110
chr2	226505520	2	90
chr2	227526228	2	105
chr2	228546599	2	96
chr2	229593226	2	115
chr2	230617459	2	101
chr2	231647281	2	89
chr2	232665401	2	107
chr2	233722633	2	109
chr2	234802718	2	118
chr2	235830765	2	100
chr2	236841399	2	92
chr2	237861396	2	115
chr2	238880737	2	94
chr2	239928206	2	101
chr2	240971111	2	104
chr2	242015018	2	118
chr2	243199373	2	107
chr3	1117361	2	113
chr3	2158602	2	95
chr3	3186869	2	114
chr3	4236110	2	101
chr3	5272457	2	116
chr3	6315029	2	127
chr3	7362154	2	113
chr3	8389092	2	112
chr3	9427095	2	110
chr3	10462110	2	113
chr3	11483178	2	109
chr3	12521202	2	119
chr3	13544498	2	110
chr3	14576711	2	104
chr3	15621677	2	105
chr3	16645955	2	116
chr3	17686296	2	99
chr3	18723342	2	76
chr3	19790275	2	92
chr3	20829589	2	114
chr3	21871557	2	100
chr3	22928808	2	112
chr3	23967192	2	109
chr3	25003059	2	102
chr3	26026061	2	112
chr3	27101104	2	107
chr3	28135099	2	121
chr3	29175579	2	111
chr3	30205158	2	105
chr3	31229714	2	111
chr3	32249642	2	121
chr3	33277936	2	109
chr3	34320494	2	110
chr3	35368528	2	100
chr3	36415461	2	115
chr3	37443147	2	99
chr3	38486374	2	117
chr3	39519196	2	105
chr3	40583602	2	115
chr3	41625715	2	99
chr3	42672707	2	101
chr3	43714581	2	94
chr3	44747066	2	116
chr3	45771132	2	107
chr3	46799848	2	96
chr3	47836785	2	108
chr3	48866582	2	62
chr3	49901338	2	112
chr3	50932090	2	128
chr3	51994958	2	96
chr3	53011752	2	97
chr3	54045695	2	117
chr3	55087418	2	103
chr3	56118837	2	105
chr3	57151287	2	98
chr3	58185109	2	108
chr3	59244845	2	109
chr3	60270947	2	114
chr3	61311596	2	115
chr3	62334118	2	92
chr3	63373737	2	110
chr3	64402014	2	102
chr3	65433586	2	112
chr3	66558506	2	111
chr3	67600847	2	101
chr3	68627640	2	96
chr3	69662622	2	103
chr3	70696016	2	119
chr3	71721873	2	111
chr3	72736695	2	115
chr3	73766451	2	103
chr3	74804056	2	93
chr3	75959034	2	99
chr3	76994958	2	88
chr3	78023788	2	100
chr3	79062573	2	110
chr3	80090709	2	100
chr3	81133019	2	113
chr3	82162240	2	112
chr3	83201822	2	108
chr3	84228230	2	110
chr3	85263563	2	103
chr3	86297161	2	109
chr3	87321824	2	116
chr3	88361855	2	113
chr3	89408847	3	210
chr3	94548574	3	165
chr3	95592544	3	140
chr3	96613912	3	170
chr3	97651372	3	173
chr3	98687447	3	152
chr3	99730252	3	158
chr3	100762316	3	164
chr3	101810418	3	156
chr3	102830333	3	150
chr3	103864797	3	159
chr3	104875173	3	140
chr3	105899153	3	99
chr3	106929807	1	60
chr3	107951184	1	58
chr3	108990533	1	55
chr3	110032258	1	48
chr3	111063562	1	52
chr3	112103150	1	56
chr3	113143202	1	52
chr3	114165832	1	47
chr3	115184739	1	44
chr3	116218080	1	48
chr3	117239293	1	50
chr3	118256816	1	53
chr3	119300216	1	40
chr3	120326827	1	62
chr3	121391043	1	45
chr3	122428701	2	80
chr3	123447087	2	145
chr3	124475808	4	161
chr3	125530325	4	186
chr3	126614693	4	224
chr3	127625802	4	219
chr3	128638164	4	195
chr3	129672195	4	204
chr3	130785116	4	211
chr3	131826035	4	195
chr3	132883927	4	219
chr3	133923176	4	225
chr3	134943390	4	229
chr3	135997581	4	203
chr3	137045981	4	224
chr3	138094414	4	217
chr3	139132018	4	237
chr3	140154153	4	216
chr3	141184020	4	224
chr3	142217785	4	202
chr3	143235874	4	194
chr3	144255555	4	156
chr3	145282963	1	149
chr3	146318164	1	54
chr3	147343141	1	52
chr3	148376197	1	51
chr3	149393448	1	46
chr3	150412069	1	60
chr3	151440471	1	48
chr3	152459181	1	66
chr3	153494807	1	48
chr3	154532241	1	59
chr3	155579462	1	61
chr3	156605092	2	109
chr3	157638565	2	112
chr3	158687019	2	101
chr3	159735234	2	103
chr3	160760014	2	111
chr3	161780879	2	104
chr3	162808972	2	96
chr3	163852942	2	101
chr3	164877183	2	96
chr3	165915998	2	122
chr3	166949097	2	98
chr3	167975386	2	112
chr3	168996287	2	162
chr3	170018988	2	153
chr3	171057764	2	163
chr3	172078938	2	140
chr3	173094884	2	148
chr3	174114029	2	144
chr3	175144283	2	155
chr3	176178932	2	119
chr3	177208671	2	86
chr3	178225238	2	90
chr3	179269950	2	115
chr3	180302538	2	113
chr3	181325510	2	115
chr3	182342075	2	99
chr3	183364779	2	151
chr3	184379470	2	165
chr3	185405328	2	160
chr3	186420888	2	152
chr3	187455458	2	106
chr3	188479747	2	114
chr3	189504062	2	107
chr3	190518910	2	93
chr3	191545411	2	95
chr3	192569668	2	121
chr3	193594520	2	108
chr3	194611679	2	119
chr3	195765182	2	104
chr3	196794668	2	118
chr3	198022430	2	109
chr4	1074365	3	112
chr4	2166056	3	118
chr4	3194156	3	107
chr4	4346356	3	111
chr4	5381721	3	84
chr4	6427646	3	125
chr4	7455454	3	110
chr4	8475212	3	114
chr4	9896553	3	97
chr4	10926613	3	160
chr4	11991927	3	202
chr4	13040942	3	223
chr4	14080157	3	156
chr4	15129911	3	105
chr4	16167636	3	111
chr4	17208994	3	91
chr4	18243548	3	94
chr4	19280764	3	146
chr4	20319068	3	163
chr4	21362829	3	144
chr4	22404481	3	141
chr4	23431656	3	149
chr4	24465510	3	137
chr4	25493094	3	153
chr4	26514833	3	131
chr4	27568479	3	155
chr4	28590173	3	173
chr4	29612651	3	145
chr4	30635836	3	152
chr4	31654567	3	153
chr4	32695840	3	165
chr4	33722702	3	167
chr4	34750177	3	153
chr4	35777498	3	175
chr4	36802272	3	174
chr4	37839703	3	170
chr4	38875717	3	165
chr4	39906634	3	188
chr4	40935501	3	161
chr4	41965150	3	160
chr4	42993099	3	147
chr4	44039460	3	142
chr4	45082568	3	93
chr4	46119488	3	105
chr4	47158764	3	99
chr4	48196011	3	202
chr4	53746246	3	112
chr4	54821135	3	113
chr4	55850822	3	171
chr4	56888793	3	164
chr4	57917486	3	161
chr4	58976004	2	115
chr4	60062394	2	109
chr4	61099833	2	110
chr4	62135142	2	108
chr4	63169742	2	121
chr4	64215113	2	118
chr4	65245711	2	94
chr4	66293857	2	124
chr4	67327423	2	108
chr4	68368068	2	104
chr4	69409787	2	120
chr4	70512879	2	129
chr4	71560216	2	116
chr4	72604147	2	110
chr4	73654154	2	102
chr4	74685033	2	90
chr4	75816035	2	102
chr4	76869135	2	94
chr4	77888316	2	89
chr4	78921530	2	105
chr4	79970764	2	112
chr4	81013158	2	84
chr4	82040692	2	95
chr4	83078271	2	152
chr4	84109027	2	108
chr4	85140279	2	110
chr4	86170845	2	105
chr4	87217509	2	105
chr4	88248045	2	114
chr4	89290150	2	93
chr4	90318848	2	113
chr4	91347660	2	113
chr4	92394771	2	104
chr4	93442037	2	113
chr4	94460933	3	196
chr4	95520166	3	253
chr4	96551126	3	275
chr4	97585540	3	288
chr4	98627896	3	146
chr4	99677221	3	148
chr4	100719410	3	159
chr4	101744241	3	153
chr4	102770487	3	170
chr4	103805765	3	173
chr4	104888599	3	174
chr4	105929454	3	147
chr4	106965873	3	166
chr4	108022444	3	163
chr4	109048389	5	202
chr4	110071334	5	287
chr4	111101989	5	275
chr4	112151430	5	261
chr4	113203185	5	290
chr4	114228670	5	255
chr4	115259687	5	254
chr4	116277398	5	283
chr4	117298597	5	256
chr4	118328500	5	252
chr4	119405398	3	175
chr4	120621611	3	161
chr4	121658702	3	162
chr4	122683702	3	178
chr4	123717215	3	156
chr4	124753352	3	137
chr4	125784499	3	146
chr4	126804678	3	150
chr4	127831458	3	186
chr4	128894374	3	181
chr4	129923700	3	165
chr4	130966860	3	169
chr4	131984885	3	157
chr4	133160657	3	146
chr4	134188998	3	174
chr4	135213703	3	173
chr4	136250282	3	163
chr4	137272435	3	169
chr4	138280460	3	163
chr4	139305601	3	150
chr4	140334404	3	157
chr4	141359342	3	164
chr4	142400513	3	143
chr4	143434137	3	178
chr4	144473030	3	168
chr4	145634037	3	166
chr4	146684497	3	157
chr4	147726773	3	176
chr4	148756298	2	118
chr4	149782951	2	94
chr4	150821420	2	115
chr4	151846663	2	104
chr4	152871753	2	110
chr4	153888491	2	88
chr4	154902897	2	113
chr4	155923978	2	114
chr4	156942454	2	121
chr4	157967052	2	104
chr4	158997056	2	105
chr4	160044514	2	129
chr4	161086379	2	115
chr4	162121646	2	98
chr4	163140213	4	180
chr4	164165832	4	208
chr4	165213013	4	211
chr4	166289082	4	214
chr4	167308509	4	206
chr4	168371013	4	234
chr4	169399460	4	232
chr4	170413807	4	211
chr4	171473974	4	225
chr4	172495332	4	194
chr4	173514226	4	211
chr4	174530566	4	211
chr4	175554507	2	99
chr4	176586687	2	101
chr4	177599037	2	104
chr4	178616770	2	99
chr4	179643923	2	127
chr4	180671637	2	109
chr4	181684335	2	107
chr4	182711997	2	130
chr4	183733231	2	103
chr4	184761970	2	114
chr4	185782688	2	111
chr4	186797547	2	119
chr4	187832809	2	112
chr4	188871081	2	110
chr4	189906346	2	98
chr4	191154276	2	103
chr5	1176417	2	112
chr5	2232645	2	111
chr5	3249100	2	102
chr5	4276122	2	98
chr5	5308885	2	117
chr5	6328138	2	105
chr5	7390435	2	94
chr5	8425297	2	169
chr5	9459981	2	190
chr5	10490141	2	91
chr5	11510051	2	109
chr5	12536989	2	102
chr5	13563858	2	115
chr5	14584096	2	108
chr5	15622192	2	97
chr5	16663033	2	106
chr5	17781896	2	115
chr5	18817069	2	104
chr5	19847803	2	96
chr5	21010119	2	104
chr5	22242383	2	94
chr5	23267224	2	103
chr5	24292028	2	124
chr5	25329995	2	115
chr5	26362431	2	125
chr5	27390273	2	104
chr5	28421298	2	108
chr5	29474134	2	99
chr5	30516024	2	112
chr5	31542216	2	111
chr5	32569528	2	105
chr5	33625206	2	102
chr5	34854643	2	110
chr5	35899533	2	94
chr5	36934706	2	127
chr5	37987898	2	102
chr5	39015413	2	95
chr5	40056168	2	114
chr5	41100698	2	93
chr5	42153039	2	49
chr5	43211147	2	112
chr5	44285803	2	106
chr5	45327741	2	218
chr5	50525829	2	118
chr5	51584495	2	95
chr5	52629615	2	118
chr5	53666122	2	95
chr5	54701728	2	105
chr5	55738284	2	118
chr5	56765704	2	112
chr5	57815025	2	105
chr5	58854069	2	110
chr5	59895504	2	87
chr5	60937307	2	110
chr5	61981760	2	110
chr5	63046432	2	115
chr5	64097510	2	117
chr5	65130553	2	102
chr5	66174173	2	105
chr5	67230661	2	101
chr5	68259386	2	108
chr5	71088042	2	109
chr5	72115571	2	82
chr5	73136048	2	102
chr5	74161557	2	114
chr5	75223262	2	95
chr5	76265255	2	117
chr5	77300307	2	125
chr5	78355555	2	94
chr5	79392188	2	87
chr5	80433454	2	130
chr5	81479861	2	115
chr5	82523996	2	104
chr5	83563579	2	107
chr5	84586653	2	93
chr5	85642856	2	123
chr5	86680646	2	98
chr5	87722427	2	102
chr5	88751472	2	105
chr5	89795010	2	105
chr5	90834332	2	107
chr5	91923438	2	102
chr5	92963367	2	111
chr5	93993123	2	107
chr5	95018840	2	119
chr5	96050922	2	180
chr5	97093660	4	225
chr5	98151529	4	213
chr5	99286132	4	226
chr5	100414974	4	226
chr5	101464107	4	205
chr5	102518114	4	221
chr5	103546170	4	232
chr5	104585665	4	260
chr5	105608771	4	256
chr5	106654923	4	260
chr5	107666236	4	273
chr5	108709359	7	371
chr5	109747005	7	359
chr5	110803828	7	356
chr5	111846649	7	391
chr5	112870994	7	359
chr5	113907245	7	373
chr5	114952587	7	399
chr5	115985389	7	379
chr5	117019248	7	343
chr5	118055565	7	388
chr5	119094898	7	399
chr5	120147236	7	369
chr5	121190116	7	361
chr5	122242587	7	353
chr5	123277182	7	394
chr5	124302462	7	379
chr5	125337247	7	384
chr5	126381565	7	390
chr5	127424376	7	343
chr5	128456935	7	419
chr5	129497914	7	372
chr5	130564997	7	340
chr5	131606344	7	318
chr5	132642485	5	269
chr5	133663290	5	258
chr5	134688165	5	239
chr5	135707457	5	230
chr5	136750104	5	260
chr5	137788201	5	225
chr5	138872421	3	166
chr5	139894590	3	167
chr5	140941049	3	163
chr5	141962909	3	147
chr5	142978990	3	156
chr5	144019341	3	158
chr5	145072604	3	161
chr5	146100297	3	173
chr5	147130720	3	143
chr5	148186108	3	162
chr5	149210847	3	164
chr5	150230354	3	193
chr5	151253788	3	174
chr5	152326233	3	153
chr5	153375566	3	154
chr5	154395545	3	161
chr5	155483794	3	171
chr5	156529427	3	156
chr5	157554517	3	160
chr5	158580271	3	187
chr5	159601817	3	177
chr5	160643527	3	169
chr5	161674146	3	163
chr5	162728836	3	155
chr5	163754521	3	171
chr5	164777068	3	154
chr5	165803722	3	154
chr5	166829575	3	143
chr5	167848226	2	115
chr5	168870480	2	107
chr5	169898143	2	92
chr5	170937343	2	104
chr5	171954503	2	112
chr5	172976828	2	112
chr5	173999185	2	107
chr5	175023972	2	124
chr5	176278073	2	93
chr5	177577451	2	119
chr5	178611885	2	124
chr5	179661154	2	82
chr5	180915260	2	91
chr6	1176199	2	107
chr6	2211032	2	110
chr6	3253250	2	107
chr6	4280636	2	97
chr6	5311489	2	103
chr6	6367051	2	101
chr6	7393680	2	101
chr6	8420125	2	108
chr6	9454387	2	99
chr6	10494841	2	110
chr6	11522899	2	106
chr6	12545318	2	117
chr6	13572630	2	123
chr6	14599686	3	143
chr6	15619934	3	170
chr6	16652136	3	165
chr6	17679693	3	143
chr6	18707258	3	166
chr6	19756353	3	180
chr6	20787396	3	144
chr6	21815165	3	153
chr6	22848427	3	160
chr6	23895039	3	155
chr6	24930926	3	169
chr6	25954075	3	184
chr6	27190955	3	168
chr6	28224411	3	145
chr6	29272332	3	174
chr6	30312987	3	176
chr6	31351807	3	150
chr6	32459832	3	184
chr6	33492215	3	178
chr6	34518910	2	112
chr6	35549315	2	96
chr6	36572447	2	110
chr6	37595665	2	119
chr6	38617437	2	144
chr6	39648593	3	186
chr6	40669857	3	158
chr6	41693740	3	171
chr6	42719851	3	156
chr6	43748689	3	165
chr6	44780717	3	152
chr6	45835886	2	116
chr6	46869787	2	97
chr6	47902615	2	110
chr6	48943419	2	126
chr6	49987591	2	111
chr6	51028453	2	103
chr6	52081309	2	95
chr6	53127067	2	108
chr6	54158041	2	104
chr6	55202944	2	117
chr6	56245004	2	108
chr6	57292041	2	208
chr6	63004879	2	117
chr6	64046553	2	110
chr6	65087158	2	114
chr6	66135992	2	108
chr6	67170238	2	109
chr6	68206356	2	99
chr6	69234562	2	110
chr6	70277733	2	88
chr6	71304918	2	93
chr6	72353231	2	93
chr6	73394569	2	112
chr6	74430622	2	46
chr6	75504458	2	68
chr6	76535985	2	117
chr6	77580768	2	90
chr6	78657194	2	116
chr6	79706619	2	112
chr6	80736991	2	122
chr6	81800371	2	100
chr6	82855063	2	122
chr6	83899181	2	121
chr6	84946243	2	108
chr6	85991027	2	198
chr6	87071412	2	211
chr6	88144305	2	97
chr6	89179382	2	90
chr6	90208361	2	93
chr6	91225203	2	109
chr6	92250049	2	117
chr6	93267415	2	114
chr6	94292977	2	98
chr6	95325289	2	121
chr6	96532473	2	105
chr6	97554081	1	46
chr6	98582186	1	57
chr6	99615026	1	48
chr6	100668436	1	45
chr6	101705590	1	57
chr6	102735137	1	38
chr6	103766522	1	52
chr6	104803448	1	66
chr6	105847922	1	52
chr6	106871209	1	45
chr6	107895138	1	63
chr6	108927811	1	37
chr6	109965358	1	68
chr6	111002858	1	43
chr6	112024493	1	59
chr6	113057950	2	87
chr6	114093663	2	93
chr6	115115736	2	98
chr6	116174756	2	104
chr6	117215647	2	118
chr6	118263148	2	112
chr6	119288638	2	111
chr6	120305232	2	104
chr6	121357945	2	98
chr6	122393718	1	56
chr6	123428249	1	57
chr6	124448325	1	41
chr6	125492447	1	52
chr6	126519839	1	55
chr6	127561146	1	48
chr6	128585046	1	46
chr6	129625174	1	39
chr6	130640518	1	56
chr6	131677559	1	49
chr6	132713963	1	59
chr6	133739531	1	71
chr6	134763391	1	59
chr6	135777332	1	62
chr6	136808784	1	67
chr6	137823585	1	46
chr6	138842908	1	62
chr6	139867636	2	102
chr6	140885360	2	104
chr6	141911211	2	97
chr6	142958004	2	97
chr6	143973965	2	89
chr6	144990679	2	110
chr6	146018270	2	102
chr6	147050138	2	119
chr6	148063470	2	104
chr6	149090615	2	110
chr6	150104773	2	93
chr6	151135682	2	126
chr6	152154772	2	109
chr6	153180808	2	117
chr6	154202846	2	93
chr6	155218902	2	91
chr6	156231714	2	113
chr6	157266337	2	115
chr6	158380564	2	93
chr6	159405210	2	101
chr6	160430488	2	105
chr6	161507859	2	129
chr6	162523545	2	111
chr6	163545080	2	108
chr6	164554933	2	116
chr6	165593659	2	91
chr6	166614340	2	102
chr6	167665862	2	98
chr6	168812962	2	94
chr6	169850944	2	125
chr6	171115067	2	110
chr7	1137763	2	93
chr7	2171997	2	108
chr7	3207949	2	128
chr7	4226939	2	114
chr7	5283223	2	123
chr7	6401863	2	105
chr7	7564798	2	104
chr7	8592617	2	97
chr7	9629490	2	119
chr7	10668194	2	85
chr7	11691919	2	119
chr7	12720813	2	100
chr7	13747729	2	104
chr7	14794719	2	121
chr7	15812830	2	105
chr7	16844181	2	107
chr7	17871487	2	105
chr7	18887148	3	147
chr7	19938855	3	177
chr7	20971324	3	154
chr7	21992314	3	175
chr7	23039426	3	166
chr7	24090591	3	133
chr7	25126564	3	186
chr7	26156734	3	152
chr7	27186766	3	177
chr7	28213797	2	99
chr7	29227930	2	108
chr7	30284514	2	105
chr7	31319213	2	117
chr7	32363338	2	83
chr7	33485180	2	103
chr7	34525770	2	105
chr7	35672117	2	113
chr7	36726068	2	110
chr7	37759739	2	107
