CHR	END	s_5_1_sequence.WB3
chr8	137308671	4
chr8	140431954	2
chr8	140766306	5
chr8	142049691	3
chr8	146364022	4
chr9	38675614	3
chr9	66476000	4
chr9	68995000	10
chr9	130127098	4
chr9	130611969	2
chr9	141213431	4
chr10	29792621	4
chr10	33413942	2
chr10	42355000	4
chr10	42415941	100
chr10	42527000	3
chr10	42647000	69
chr10	46158745	4
chr10	47546345	8
chr10	55394220	4
chr10	55534248	2
chr10	57016000	4
chr10	59088091	7
chr10	71177324	6
chr10	76949217	7
chr10	80531720	9
chr10	82280707	7
chr10	82647000	3
chr10	113050661	2
chr10	135534747	3
chr11	135006516	4
chr12	8505000	4
chr12	8591000	1
chr12	9555000	4
chr12	9754000	1
chr12	10794440	4
chr12	13010525	3
chr12	13824348	5
chr12	28667000	3
chr12	108032500	4
chr12	109292407	2
chr12	116217256	4
chr12	124233172	2
chr12	133851895	3
chr13	19457914	2
chr13	26908338	3
chr13	27149935	2
chr13	27985945	4
chr13	95472000	3
chr13	115169878	5
chr14	20444638	8
chr14	37826000	5
chr14	38756790	6
chr14	46159008	5
chr14	50155545	3
chr14	51167794	4
chr14	52218188	3
chr14	53106000	7
chr14	57977097	3
chr14	58472986	9
chr14	58835544	3
chr14	64112068	5
chr14	64504000	3
chr14	73833955	5
chr14	74175000	3
chr14	84864427	5
chr14	85495674	4
chr14	92485473	7
chr14	107349540	3
chr15	20159000	5
chr15	22565234	9
chr15	102531392	4
chr16	574891	4
chr16	2450000	3
chr16	32478000	4
chr16	33981000	7
chr16	55797122	4
chr16	55842000	1
chr16	61537092	4
chr16	68633545	2
chr16	68857703	1
chr16	70881000	2
chr16	71193559	8
chr16	88312000	2
chr16	88439000	8
chr16	90354753	2
chr17	21203541	2
chr17	21371520	5
chr17	21446761	1
chr17	21677546	4
chr17	25263000	2
chr17	26645411	6
chr17	28913362	8
chr17	29189133	5
chr17	31296000	2
chr17	34461213	3
chr17	37269821	2
chr17	38293261	26
chr17	39637750	13
chr17	40565297	8
chr17	48753035	2
chr17	49521031	4
chr17	53859201	2
chr17	56473288	3
chr17	59445951	2
chr17	60023551	3
chr17	60691000	2
chr17	65429364	6
chr17	66591534	9
chr17	66753054	4
chr17	68906192	8
chr17	72159101	5
chr17	72340594	2
chr17	72754143	4
chr17	74737836	3
chr17	75061643	6
chr17	76735454	3
chr17	77399478	8
chr17	77670810	12
chr17	78115148	7
chr17	78277542	4
chr17	81195210	3
chr18	15406000	3
chr18	18558986	8
chr18	33334304	3
chr18	44880000	2
chr18	45353711	4
chr18	53731809	2
chr18	78077248	3
chr19	14754282	2
chr19	19846254	3
chr19	20346503	2
chr19	24517459	1
chr19	24537466	2
chr19	27732000	4
chr19	27781675	12
chr19	59128983	5
chr20	1557000	6
chr20	1600789	1
chr20	4076891	6
chr20	4120000	1
chr20	29926000	6
chr20	31188691	4
chr20	31967966	5
chr20	32946695	4
chr20	34113543	8
chr20	34204480	2
chr20	35942497	7
chr20	36956736	10
chr20	37677495	8
chr20	41103728	4
chr20	41289400	5
chr20	41989796	9
chr20	44598629	7
chr20	51146282	8
chr20	57150223	10
chr20	57594809	8
chr20	63025520	6
chr21	11075469	7
chr21	11151000	19
chr21	14594000	9
chr21	48129895	4
chr22	17173906	6
chr22	46886287	4
chr22	47569051	2
chr22	47785894	4
chr22	51304566	6
chrX	2705493	1
chrX	6335556	5
chrX	30786000	4
chrX	30831254	38
chrX	54477095	4
chrX	58088803	5
chrX	58532000	3
chrX	74898000	5
chrX	76792939	3
chrX	78047713	5
chrX	102107696	2
chrX	103243000	4
chrX	103765000	2
chrX	103986000	6
chrX	154933000	2
chrX	155270560	1
chrY	9930219	1
chrY	13874354	3
chrY	58975191	1
chrY	59021612	21
chrY	59373566	0
