CHR	END	s_5_1_sequence.WB9
chr6	34356058	7
chr6	57148394	4
chr6	57529829	8
chr6	58749473	4
chr6	61880000	7
chr6	120740000	4
chr6	171115067	5
chr7	1110000	9
chr7	1187000	21
chr7	61077000	8
chr7	61510000	23
chr7	113861413	8
chr7	114056364	24
chr7	114644692	17
chr7	117042035	13
chr7	117153262	3
chr7	128564492	14
chr7	129172686	3
chr7	131708437	13
chr7	132893094	3
chr7	137586591	6
chr7	148974200	5
chr7	158791541	6
chr7	159138663	7
chr8	1571591	6
chr8	21321758	4
chr8	21699264	7
chr8	42331765	4
chr8	46892479	3
chr8	47661000	4
chr8	48468224	8
chr8	48650870	2
chr8	49507289	5
chr8	50871791	3
chr8	71234168	5
chr8	71385734	36
chr8	71498000	6
chr8	72063047	40
chr8	72183410	1
chr8	72390432	5
chr8	72669000	13
chr8	72709054	46
chr8	74608862	20
chr8	75040231	13
chr8	75178536	46
chr8	75725209	22
chr8	75972405	10
chr8	78778738	22
chr8	79594241	12
chr8	81155098	26
chr8	81800654	36
chr8	83498000	3
chr8	86303849	5
chr8	87074036	3
chr8	87236953	8
chr8	88438000	12
chr8	88653026	5
chr8	88777733	34
chr8	89202604	45
chr8	89592000	29
chr8	90746366	11
chr8	91228372	36
chr8	91653361	8
chr8	92550440	16
chr8	98749916	1
chr8	104722327	4
chr8	108007235	2
chr8	108918157	4
chr8	109764410	1
chr8	110030358	9
chr8	112034171	5
chr8	112486949	7
chr8	112538412	2
chr8	113333654	30
chr8	114079410	22
chr8	114367710	30
chr8	115279130	17
chr8	116547927	30
chr8	116688133	14
chr8	117072573	50
chr8	117669727	21
chr8	118066150	13
chr8	118460380	22
chr8	120161513	28
chr8	120549056	44
chr8	120603543	25
chr8	120977772	17
chr8	121618263	39
chr8	122198408	69
chr8	123332124	53
chr8	123364233	23
chr8	123533478	74
chr8	124067509	46
chr8	124148150	20
chr8	124268839	48
chr8	124550408	29
chr8	124762138	40
chr8	125546259	16
chr8	125707064	25
chr8	126631039	14
chr8	127817000	5
chr8	128227686	23
chr8	128733471	40
chr8	128763610	26
chr8	128803652	3
chr8	129096181	44
chr8	129950620	3
chr8	131716168	5
chr8	132327000	2
chr8	132683290	8
chr8	133933582	2
chr8	137208000	4
chr8	139741652	2
chr8	141814265	3
chr8	146364022	6
chr9	66476000	4
chr9	69828738	8
chr9	140782521	5
chr9	141213431	6
chr10	939502	6
chr10	29707280	5
chr10	32885565	3
chr10	39155000	5
chr10	42415941	132
chr10	42526000	6
chr10	42631000	102
chr10	42924029	5
chr10	42966755	1
chr10	46962000	6
chr10	47596977	10
chr10	56964970	5
chr10	61736996	8
chr10	61827324	4
chr10	69848889	7
chr10	71096964	6
chr10	80481451	9
chr10	80872477	4
chr10	82280707	8
chr10	112667151	3
chr10	135534747	4
chr11	108218314	5
chr11	135006516	6
chr12	14085561	5
chr12	17145933	4
chr12	28261968	3
chr12	34825000	4
chr12	107992306	6
chr12	109441000	4
chr12	116107000	6
chr12	124141946	4
chr12	133851895	5
chr13	95181271	4
chr13	111689081	6
chr13	113563783	9
chr13	115169878	7
chr14	20466220	8
chr14	46008653	5
chr14	50135297	4
chr14	52186051	5
chr14	53088214	8
chr14	56926000	4
chr14	57977097	5
chr14	58512000	10
chr14	84874509	5
chr14	85413514	3
chr14	92475442	9
chr14	107349540	4
chr15	20415000	5
chr15	22565234	13
chr15	102531392	5
chr16	227000	3
chr16	31569239	5
chr16	34002724	9
chr16	61598193	5
chr16	68611775	3
chr16	68857703	1
chr16	70816627	2
chr16	71203627	7
chr16	90354753	3
chr17	22191290	3
chr17	25417469	7
chr17	25475000	1
chr17	28913362	8
chr17	37269821	3
chr17	38273055	31
chr17	40356616	13
chr17	40575434	7
chr17	48722680	3
chr17	49531752	6
chr17	56756973	3
chr17	60691000	2
chr17	65459595	6
chr17	66378835	9
chr17	66440287	4
chr17	66581342	8
chr17	66763169	5
chr17	69127438	7
chr17	76735454	6
chr17	78104985	13
chr17	81195210	7
chr18	2896784	4
chr18	3059244	1
chr18	18511000	4
chr18	18569006	12
chr18	33459000	4
chr18	48986522	3
chr18	51287807	1
chr18	54483973	3
chr18	77070678	4
chr18	77119000	38
chr18	78077248	5
chr19	9012683	3
chr19	9104454	11
chr19	20366814	4
chr19	22128771	1
chr19	22174000	2
chr19	27732000	1
chr19	27792657	12
chr19	59128983	5
chr20	29864054	9
chr20	32967075	5
chr20	33841497	13
chr20	35942497	9
chr20	37617104	13
chr20	41174766	6
chr20	41300398	9
chr20	41948462	16
chr20	42645056	12
chr20	44056819	8
chr20	44598629	10
chr20	47508720	13
chr20	47826545	8
chr20	51205786	12
chr20	57423606	17
chr20	61201464	9
chr20	61363875	2
chr20	63025520	9
chr21	11025000	7
chr21	11062776	9
chr21	11170000	20
chr21	14594000	9
chr21	20535324	5
chr21	25439187	4
chr21	48129895	5
chr22	27161793	4
chr22	27903818	6
chr22	46896439	4
chr22	47599338	1
chr22	51304566	5
chrX	2715694	1
chrX	7179484	6
chrX	54477095	5
chrX	54936000	9
chrX	65452000	6
chrX	66104055	7
chrX	66181000	1
chrX	74881166	6
chrX	76752542	4
chrX	78111000	6
chrX	100705355	3
chrX	103976000	5
chrX	154933000	3
chrX	155270560	1
chrY	9920092	1
chrY	13874354	3
chrY	28800910	1
chrY	59021612	16
chrY	59373566	0
