CHR	END	s_5_1_sequence.WB6
chr7	115600000	5
chr7	117032035	13
chr7	117143228	2
chr7	128584530	15
chr7	129152384	3
chr7	131652558	17
chr7	132781879	4
chr7	135886246	7
chr7	155593745	5
chr7	159138663	6
chr8	22233350	5
chr8	47243334	4
chr8	47896000	5
chr8	48097240	12
chr8	48384928	7
chr8	48833810	4
chr8	49548310	7
chr8	50672966	3
chr8	51288082	5
chr8	67456958	6
chr8	67754706	5
chr8	67907347	1
chr8	71224153	5
chr8	71385734	50
chr8	71483519	5
chr8	72063047	58
chr8	72410766	4
chr8	72470878	12
chr8	72669000	19
chr8	72709054	57
chr8	74608862	22
chr8	75040231	13
chr8	75178536	53
chr8	75644013	21
chr8	75725209	42
chr8	75962322	10
chr8	76894019	23
chr8	78246022	31
chr8	79136021	23
chr8	79473623	12
chr8	80002763	23
chr8	80874474	36
chr8	80921000	13
chr8	81567000	41
chr8	81810654	54
chr8	83374611	3
chr8	84766658	8
chr8	84805000	1
chr8	86152820	8
chr8	87074036	3
chr8	87226871	9
chr8	87820000	14
chr8	88070459	25
chr8	88589253	13
chr8	88643000	3
chr8	89154960	51
chr8	89506524	36
chr8	89882374	21
chr8	90756436	13
chr8	91228372	53
chr8	91663361	6
chr8	91940748	17
chr8	92111320	24
chr8	92330000	33
chr8	92550440	16
chr8	98729489	1
chr8	104702323	4
chr8	108027453	2
chr8	108881423	3
chr8	109774418	1
chr8	110010116	21
chr8	111891159	6
chr8	112044172	3
chr8	112548412	7
chr8	113313604	45
chr8	115370176	29
chr8	116547927	42
chr8	116688133	20
chr8	117062542	63
chr8	117619630	25
chr8	118036000	16
chr8	119532007	31
chr8	120269000	42
chr8	120583537	62
chr8	120977772	22
chr8	121323509	67
chr8	121416500	43
chr8	121577997	37
chr8	122532832	83
chr8	123394365	70
chr8	123533478	91
chr8	124238706	55
chr8	124762138	44
chr8	125546259	23
chr8	125646701	57
chr8	126651041	20
chr8	127086736	7
chr8	127794066	4
chr8	128227686	31
chr8	128763610	52
chr8	128803652	3
chr8	129096181	58
chr8	129950620	4
chr8	131464160	7
chr8	132301493	3
chr8	132713290	7
chr8	133430043	2
chr8	137238083	6
chr8	140150049	3
chr8	140826989	5
chr8	142140837	3
chr8	146364022	5
chr9	38534396	4
chr9	44892000	2
chr9	71161742	10
chr9	75169766	5
chr9	125792398	6
chr9	140667029	5
chr9	141213431	8
chr10	29792621	6
chr10	32749196	3
chr10	39127093	5
chr10	42790000	12
chr10	56954970	6
chr10	58176053	9
chr10	58449000	19
chr10	75089000	8
chr10	81343000	12
chr10	82280707	7
chr10	88065064	4
chr10	91545747	3
chr10	91795437	6
chr10	112949063	3
chr10	135430512	5
chr10	135534747	1
chr11	22703675	6
chr11	110895663	5
chr11	135006516	6
chr12	6333437	5
chr12	28793000	4
chr12	108042519	5
chr12	109423000	3
chr12	116049542	5
chr12	124233172	3
chr12	133851895	4
chr13	95090572	4
chr13	101406529	8
chr13	101432000	1
chr13	109952359	8
chr13	115169878	10
chr14	20391968	14
chr14	21741725	7
chr14	21833243	3
chr14	30979219	7
chr14	37887372	6
chr14	46030461	7
chr14	50125110	4
chr14	51289559	6
chr14	52218188	4
chr14	53106000	10
chr14	57977097	4
chr14	58493036	13
chr14	64182675	7
chr14	64325087	2
chr14	75806563	6
chr14	82044059	8
chr14	85525810	6
chr14	90754658	11
chr14	90825498	5
chr14	92485473	13
chr14	107349540	5
chr15	20415000	4
chr15	22749000	12
chr15	70821114	5
chr15	102531392	4
chr16	4926491	4
chr16	27296938	6
chr16	31803466	5
chr16	33944513	8
chr16	33992000	22
chr16	34859205	6
chr16	35016652	2
chr16	35159304	8
chr16	35229422	2
chr16	55784979	6
chr16	55842000	1
chr16	61537092	5
chr16	68623000	3
chr16	68857703	1
chr16	70881000	2
chr16	71203627	9
chr16	90354753	3
chr17	25263000	3
chr17	25321866	21
chr17	26515153	8
chr17	28999000	13
chr17	30035499	5
chr17	37269821	3
chr17	37289941	23
chr17	37697936	41
chr17	37929561	55
chr17	38161483	38
chr17	38477311	24
chr17	39617241	19
chr17	40575434	11
chr17	48592478	3
chr17	49541892	6
chr17	60664097	3
chr17	62767167	7
chr17	62953000	1
chr17	64861829	7
chr17	66601000	10
chr17	66753054	2
chr17	68926214	11
chr17	76755514	7
chr17	78206170	14
chr17	81195210	8
chr18	31072711	5
chr18	48976522	3
chr18	51287807	1
chr18	54319842	3
chr18	76535554	4
chr18	78077248	6
chr19	15644678	3
chr19	15997747	7
chr19	20356649	4
chr19	24527459	1
chr19	27732000	5
chr19	27781675	14
chr19	51330450	5
chr19	51604275	12
chr19	59128983	6
chr20	226226	16
chr20	832568	8
chr20	1567735	13
chr20	1621230	2
chr20	29926000	11
chr20	32900668	5
chr20	34103429	15
chr20	34477551	9
chr20	35932478	13
chr20	36023097	20
chr20	36083244	54
chr20	36746155	18
chr20	37617104	15
chr20	41269350	6
chr20	42459082	17
chr20	44598629	12
chr20	44959996	22
chr20	51106019	16
chr20	54826173	23
chr20	55635912	16
chr20	57514201	21
chr20	61585613	11
chr20	63025520	8
chr21	14594000	13
chr21	48129895	5
chr22	17253000	3
chr22	46896439	5
chr22	47690595	3
chr22	51304566	8
chrX	2695392	1
chrX	50624036	5
chrX	73438397	7
chrX	74909925	5
chrX	77275245	4
chrX	78081135	8
chrX	102222880	3
chrX	103358426	5
chrX	103765000	3
chrX	103986000	10
chrX	134593434	3
chrX	154923000	5
chrX	155270560	1
chrY	9930219	1
chrY	13891101	3
chrY	28800910	1
chrY	59021612	13
chrY	59373566	0
