CHR	END	s_5_1_sequence.WB1
chr11	135006516	4
chr12	7789622	4
chr12	8789867	3
chr12	13673458	4
chr12	28332534	3
chr12	108032500	4
chr12	109672744	2
chr12	116207255	4
chr12	124223060	2
chr12	133851895	3
chr13	95120617	3
chr13	115169878	5
chr14	20432000	7
chr14	37596156	5
chr14	39512230	6
chr14	39623459	2
chr14	40303347	7
chr14	46159008	5
chr14	50145451	3
chr14	51269185	5
chr14	52244251	3
chr14	53088214	7
chr14	57977097	3
chr14	58512000	9
chr14	85495674	5
chr14	92485473	7
chr14	105744000	3
chr14	106689890	2
chr14	107349540	4
chr15	20434000	5
chr15	22749000	11
chr15	23045142	4
chr15	23615000	1
chr15	25133503	4
chr15	29749583	5
chr15	65254277	4
chr15	66845654	3
chr15	102531392	4
chr16	1103058	5
chr16	4896314	3
chr16	22279844	4
chr16	22625000	1
chr16	23990555	5
chr16	25231537	3
chr16	27910739	5
chr16	31446723	4
chr16	31927057	5
chr16	33944513	8
chr16	34173000	15
chr16	55797122	4
chr16	55842000	1
chr16	61698516	4
chr16	68611775	2
chr16	68897947	1
chr16	70776561	2
chr16	71203627	6
chr16	90354753	2
chr17	25263000	2
chr17	26645411	6
chr17	28925000	10
chr17	29209696	4
chr17	30275000	2
chr17	30760363	1
chr17	31051652	2
chr17	33911519	3
chr17	37269821	2
chr17	38263050	26
chr17	39536204	15
chr17	40255479	9
chr17	40494098	12
chr17	48662507	2
chr17	49551946	4
chr17	60654042	2
chr17	65337914	6
chr17	66581342	9
chr17	66773930	2
chr17	68916214	8
chr17	71047124	6
chr17	74788555	4
chr17	75061643	8
chr17	76745479	4
chr17	78135353	11
chr17	81195210	5
chr18	14109097	3
chr18	14948206	2
chr18	18511000	4
chr18	18569006	10
chr18	33346000	3
chr18	44961380	2
chr18	45253208	6
chr18	49098000	2
chr18	51247299	1
chr18	51930000	2
chr18	52336000	4
chr18	53711618	2
chr18	78077248	3
chr19	20356649	3
chr19	24517459	1
chr19	27732000	2
chr19	27781675	10
chr19	59128983	5
chr20	347244	7
chr20	397838	3
chr20	1557000	7
chr20	1600789	1
chr20	29884281	7
chr20	32956701	4
chr20	34123641	10
chr20	34406946	5
chr20	35210323	10
chr20	35781408	6
chr20	37597076	11
chr20	41310420	4
chr20	42194820	13
chr20	44679248	8
chr20	45996781	10
chr20	46499516	8
chr20	47560448	12
chr20	47826545	5
chr20	50367548	10
chr20	51116269	9
chr20	57463851	13
chr20	63025520	7
chr21	11039230	7
chr21	14594000	14
chr21	48129895	4
chr22	17058000	8
chr22	46896439	4
chr22	47589338	2
chr22	51304566	6
chrX	2695392	1
chrX	2739153	3
chrX	62055037	4
chrX	75077089	5
chrX	76357000	2
chrX	78081135	4
chrX	100871000	2
chrX	102222880	3
chrX	102593470	5
chrX	103765000	3
chrX	104046169	6
chrX	154933000	2
chrX	155270560	1
chrY	4983170	1
chrY	5131955	2
chrY	9920092	1
chrY	13874354	2
chrY	28800910	1
chrY	59021612	20
chrY	59373566	0
