CHR	END	s_5_1_sequence.WB1
chr7	117125614	3
chr7	128559570	16
chr7	128579578	13
chr7	129137378	3
chr7	131645831	16
chr7	132844313	2
chr7	145576607	5
chr7	148994398	4
chr7	159138663	6
chr8	47459716	4
chr8	48786931	6
chr8	49303248	4
chr8	49363485	12
chr8	50774963	3
chr8	70528656	6
chr8	71219149	4
chr8	71380718	51
chr8	71482892	6
chr8	72053813	53
chr8	72384029	2
chr8	72651829	10
chr8	72707772	56
chr8	74607628	22
chr8	75035248	15
chr8	75170474	47
chr8	75741576	21
chr8	75973844	10
chr8	78532629	24
chr8	79014800	18
chr8	79465740	11
chr8	79525877	18
chr8	79576301	10
chr8	79647708	19
chr8	79885098	27
chr8	79986121	17
chr8	81283615	31
chr8	81799887	44
chr8	83464633	3
chr8	86131709	7
chr8	87092785	2
chr8	87807210	12
chr8	88174978	19
chr8	88630956	11
chr8	89223743	48
chr8	89487573	34
chr8	90733710	14
chr8	91214155	44
chr8	91648484	8
chr8	92133643	21
chr8	92324703	40
chr8	92386395	21
chr8	92544983	11
chr8	98650158	2
chr8	104677432	4
chr8	108018002	2
chr8	108896790	3
chr8	109761723	2
chr8	110028533	15
chr8	112534949	5
chr8	113282686	39
chr8	115276486	25
chr8	116674119	35
chr8	117054078	60
chr8	117738892	26
chr8	117980904	13
chr8	119965588	33
chr8	120585269	51
chr8	120959430	17
chr8	121286888	53
chr8	121543858	37
chr8	124062996	66
chr8	124487507	36
chr8	124749202	49
chr8	125544676	22
chr8	125635267	49
chr8	126633899	21
chr8	127791182	5
chr8	128338254	32
chr8	128747697	50
chr8	128799503	5
chr8	129092061	49
chr8	129852023	4
chr8	131616538	7
chr8	132331035	3
chr8	132674437	10
chr8	133286030	2
chr8	140786588	4
chr8	142168605	3
chr8	146364022	5
chr9	65881894	4
chr9	141213431	5
chr10	29756589	5
chr10	31260087	2
chr10	33226222	3
chr10	39134832	5
chr10	42402394	72
chr10	46941031	6
chr10	47146256	12
chr10	56967638	5
chr10	58958112	9
chr10	60686150	7
chr10	61284707	12
chr10	73454332	7
chr10	74822510	10
chr10	74914943	4
chr10	76785903	9
chr10	80403572	11
chr10	82090152	8
chr10	82586749	4
chr10	112687793	3
chr10	135534747	4
chr11	135006516	5
chr12	7755849	6
chr12	13572225	5
chr12	29179149	4
chr12	105725177	5
chr12	105930737	11
chr12	108029804	5
chr12	109584330	3
chr12	116204781	6
chr12	124213453	3
chr12	133851895	4
chr13	95117623	4
chr13	115169878	7
chr14	20455162	8
chr14	23808684	6
chr14	25260736	8
chr14	38104057	6
chr14	38962683	9
chr14	46150681	6
chr14	50133503	4
chr14	51193644	6
chr14	52228797	4
chr14	53083844	10
chr14	57969409	4
chr14	58497255	11
chr14	84702106	6
chr14	85478153	4
chr14	92472762	10
chr14	106690428	4
chr14	107349540	6
chr15	20198439	6
chr15	22583569	13
chr15	65292555	5
chr15	66834548	4
chr15	102531392	5
chr16	811083	6
chr16	1080148	13
chr16	4888255	4
chr16	8422088	6
chr16	22266017	5
chr16	22558127	2
chr16	25303949	6
chr16	27902636	7
chr16	32315215	5
chr16	34015824	9
chr16	61511969	5
chr16	68620127	3
chr16	68887741	1
chr16	70766916	3
chr16	71193100	9
chr16	90354753	3
chr17	22193680	3
chr17	26636660	7
chr17	28908956	12
chr17	29202599	6
chr17	30178807	3
chr17	30785996	2
chr17	37266226	3
chr17	38259650	35
chr17	39539411	19
chr17	40560300	12
chr17	48669942	3
chr17	49678480	5
chr17	60636054	3
chr17	65320519	7
chr17	66580973	11
chr17	66755343	3
chr17	68910209	10
chr17	76740481	6
chr17	78125375	14
chr17	81195210	7
chr18	33227561	4
chr18	44864923	3
chr18	45243363	7
chr18	48994705	3
chr18	53701588	2
chr18	78077248	4
chr19	20349363	3
chr19	24496584	1
chr19	24576821	3
chr19	59128983	6
chr20	29872001	9
chr20	32946039	5
chr20	34109333	13
chr20	34392431	7
chr20	35194446	14
chr20	35782542	8
chr20	37590931	14
chr20	41302430	5
chr20	42012944	16
chr20	44667108	10
chr20	50212605	13
chr20	51112993	11
chr20	57469227	18
chr20	63025520	9
chr21	14364426	9
chr21	29899608	5
chr21	48129895	6
chr22	16863327	11
chr22	46890396	5
chr22	47581258	3
chr22	51304566	8
chrX	45059776	5
chrX	74882190	6
chrX	75577842	4
chrX	75677850	1
chrX	78071029	5
chrX	90697181	3
chrX	91241840	7
chrX	102210616	2
chrX	103298467	6
chrX	103711492	3
chrX	104032731	7
chrX	155270560	3
chrY	4953823	1
chrY	5099917	2
chrY	9910066	1
chrY	13863084	3
chrY	28786536	1
chrY	59021612	28
chrY	59373566	0
